name;frameTime;voiceProb_sma;F0_sma;pcm_loudness_sma
'unknown';0.000000;1.809647e-001;0;6.507132e-003
'unknown';0.010023;1.961395e-001;0;1.394649e-002
'unknown';0.020045;2.131955e-001;0;1.942202e-002
'unknown';0.030068;1.939279e-001;0;1.574729e-002
'unknown';0.040091;1.839464e-001;0;1.660728e-002
'unknown';0.050113;1.616619e-001;0;1.396414e-002
'unknown';0.060136;1.633207e-001;0;1.396414e-002
'unknown';0.070159;1.583063e-001;0;9.957894e-003
'unknown';0.080181;1.887688e-001;0;1.698847e-002
'unknown';0.090204;2.067264e-001;0;2.066320e-002
'unknown';0.100227;2.265997e-001;0;2.466945e-002
'unknown';0.110249;2.028513e-001;0;2.131362e-002
'unknown';0.120272;2.062530e-001;0;1.763888e-002
'unknown';0.130295;1.994496e-001;0;1.217192e-002
'unknown';0.140317;1.951213e-001;0;9.957894e-003
'unknown';0.150340;1.650266e-001;0;7.125499e-003
'unknown';0.160363;1.590194e-001;0;9.768638e-003
'unknown';0.170385;1.509342e-001;0;5.475532e-003
'unknown';0.180408;1.621480e-001;0;1.377489e-002
'unknown';0.190431;1.592255e-001;0;1.113175e-002
'unknown';0.200454;1.809725e-001;0;1.113175e-002
'unknown';0.210476;1.798179e-001;0;2.832394e-003
'unknown';0.220499;1.709399e-001;0;4.293106e-003
'unknown';0.230522;1.545238e-001;0;7.125499e-003
'unknown';0.240544;1.412235e-001;0;1.260103e-002
'unknown';0.250567;1.436971e-001;0;8.307926e-003
'unknown';0.260590;1.394096e-001;0;9.768638e-003
'unknown';0.270612;1.328439e-001;0;1.259246e-002
'unknown';0.280635;1.368459e-001;0;1.909959e-002
'unknown';0.290658;1.630437e-001;0;2.028202e-002
'unknown';0.300680;1.811128e-001;0;1.481506e-002
'unknown';0.310703;1.658931e-001;0;4.200472e-002
'unknown';0.320726;1.491663e-001;0;4.482855e-002
'unknown';0.330748;1.411304e-001;0;4.747168e-002
'unknown';0.340771;1.369374e-001;0;2.028202e-002
'unknown';0.350794;1.315169e-001;0;1.198266e-002
'unknown';0.360816;1.474013e-001;0;1.080024e-002
'unknown';0.370839;1.616991e-001;0;8.586212e-003
'unknown';0.380862;1.869111e-001;0;1.406174e-002
'unknown';0.390884;2.229915e-001;0;1.887222e-002
'unknown';0.400907;2.452661e-001;0;1.457912e-002
'unknown';0.410930;2.361073e-001;0;9.103584e-003
'unknown';0.420952;1.984833e-001;0;4.293106e-003
'unknown';0.430975;1.824221e-001;0;9.768638e-003
'unknown';0.440998;1.716170e-001;0;9.768638e-003
'unknown';0.451020;2.660502e-001;0;8.307926e-003
'unknown';0.461043;3.314816e-001;0;8.307926e-003
'unknown';0.471066;3.492756e-001;0;1.574729e-002
'unknown';0.481088;2.957970e-001;0;2.201848e-002
'unknown';0.491111;2.387052e-001;0;2.484230e-002
'unknown';0.501134;2.893407e-001;0;3.740789e-002
'unknown';0.511156;3.401613e-001;0;6.392144e-002
'unknown';0.521179;4.190313e-001;0;1.086492e-001
'unknown';0.531202;3.965586e-001;0;1.431047e-001
'unknown';0.541224;3.255961e-001;0;1.309861e-001
'unknown';0.551247;2.828228e-001;0;1.883466e-001
'unknown';0.561270;2.863162e-001;0;2.967941e-001
'unknown';0.571293;3.310905e-001;0;3.676679e-001
'unknown';0.581315;4.113218e-001;0;4.426649e-001
'unknown';0.591338;4.753799e-001;0;4.218014e-001
'unknown';0.601361;4.880923e-001;0;6.615234e-001
'unknown';0.611383;4.722319e-001;0;8.943619e-001
'unknown';0.621406;4.357077e-001;0;1.021566e+000
'unknown';0.631429;4.585216e-001;0;9.796538e-001
'unknown';0.641451;4.752445e-001;0;8.837271e-001
'unknown';0.651474;5.348852e-001;6.507375e+001;9.443870e-001
'unknown';0.661497;5.810542e-001;1.359092e+002;7.936232e-001
'unknown';0.671519;6.401009e-001;2.125065e+002;8.480746e-001
'unknown';0.681542;7.001223e-001;2.244331e+002;6.921181e-001
'unknown';0.691565;7.654974e-001;2.273152e+002;6.834156e-001
'unknown';0.701587;8.053810e-001;2.210864e+002;6.759310e-001
'unknown';0.711610;8.444161e-001;2.185521e+002;8.894522e-001
'unknown';0.721633;8.783591e-001;2.230614e+002;8.024295e-001
'unknown';0.731655;9.000476e-001;2.289445e+002;6.295319e-001
'unknown';0.741678;9.095886e-001;2.287546e+002;5.704686e-001
'unknown';0.751701;8.938182e-001;2.240683e+002;8.217220e-001
'unknown';0.761723;8.660237e-001;2.202652e+002;1.230853e+000
'unknown';0.771746;8.259909e-001;2.177306e+002;1.276642e+000
'unknown';0.781769;8.202822e-001;2.155815e+002;1.441726e+000
'unknown';0.791791;8.449309e-001;2.125598e+002;1.319123e+000
'unknown';0.801814;8.910530e-001;2.065202e+002;1.061980e+000
'unknown';0.811837;9.125984e-001;1.982578e+002;1.032963e+000
'unknown';0.821859;9.133253e-001;1.906282e+002;9.413062e-001
'unknown';0.831882;9.084666e-001;1.854568e+002;1.120357e+000
'unknown';0.841905;9.000044e-001;1.813991e+002;8.398778e-001
'unknown';0.851927;8.837727e-001;1.772832e+002;7.359284e-001
'unknown';0.861950;8.632401e-001;1.731075e+002;5.317116e-001
