frameIndex;frameTime;pcm_LOGenergy
294;2.940000;-7.187476e+000
295;2.950000;-7.397380e+000
296;2.960000;-7.721950e+000
297;2.970000;-8.046201e+000
298;2.980000;-8.368197e+000
299;2.990000;-8.509568e+000
300;3.000000;-8.813607e+000
301;3.010000;-9.469943e+000
302;3.020000;-1.008245e+001
303;3.030000;-1.110069e+001
304;3.040000;-1.210154e+001
305;3.050000;-1.289432e+001
306;3.060000;-1.333175e+001
307;3.070000;-1.376214e+001
308;3.080000;-1.404829e+001
309;3.090000;-1.447562e+001
310;3.100000;-1.484893e+001
311;3.110000;-1.544957e+001
312;3.120000;-1.537309e+001
313;3.130000;-1.522469e+001
314;3.140000;-1.192595e+001
315;3.150000;-1.159475e+001
316;3.160000;-1.165912e+001
317;3.170000;-1.141071e+001
318;3.180000;-9.218027e+000
319;3.190000;-7.562429e+000
320;3.200000;-6.939081e+000
321;3.210000;-6.301558e+000
322;3.220000;-6.118298e+000
323;3.230000;-5.865679e+000
324;3.240000;-5.850899e+000
325;3.250000;-5.936559e+000
326;3.260000;-6.213936e+000
327;3.270000;-6.267438e+000
328;3.280000;-6.792375e+000
329;3.290000;-7.022482e+000
330;3.300000;-7.688256e+000
331;3.310000;-8.778158e+000
332;3.320000;-9.467436e+000
333;3.330000;-9.072273e+000
334;3.340000;-8.357761e+000
335;3.350000;-7.575016e+000
336;3.360000;-7.089464e+000
337;3.370000;-6.843682e+000
338;3.380000;-6.853784e+000
339;3.390000;-7.256404e+000
340;3.400000;-7.753627e+000
341;3.410000;-8.277488e+000
342;3.420000;-6.694158e+000
343;3.430000;-6.161051e+000
344;3.440000;-6.085823e+000
345;3.450000;-6.316943e+000
346;3.460000;-6.309863e+000
347;3.470000;-6.477116e+000
348;3.480000;-6.438467e+000
349;3.490000;-6.381379e+000
350;3.500000;-6.423995e+000
351;3.510000;-6.468461e+000
352;3.520000;-6.301159e+000
353;3.530000;-6.065297e+000
354;3.540000;-5.909427e+000
355;3.550000;-5.791918e+000
356;3.560000;-5.622711e+000
357;3.570000;-5.463169e+000
358;3.580000;-5.179002e+000
359;3.590000;-4.961217e+000
360;3.600000;-5.172577e+000
361;3.610000;-5.865574e+000
362;3.620000;-7.010441e+000
363;3.630000;-7.335160e+000
364;3.640000;-6.652587e+000
365;3.650000;-5.318069e+000
366;3.660000;-4.894015e+000
367;3.670000;-4.714217e+000
368;3.680000;-4.975520e+000
369;3.690000;-5.222662e+000
370;3.700000;-5.984100e+000
371;3.710000;-6.576106e+000
372;3.720000;-7.832500e+000
373;3.730000;-9.089760e+000
374;3.740000;-9.577031e+000
375;3.750000;-1.032917e+001
376;3.760000;-1.001110e+001
377;3.770000;-9.833781e+000
378;3.780000;-9.630166e+000
379;3.790000;-8.148471e+000
380;3.800000;-7.056761e+000
381;3.810000;-6.689279e+000
382;3.820000;-6.402472e+000
383;3.830000;-6.261684e+000
384;3.840000;-6.122241e+000
385;3.850000;-5.758587e+000
386;3.860000;-5.714138e+000
387;3.870000;-5.895904e+000
388;3.880000;-6.046033e+000
389;3.890000;-6.304837e+000
390;3.900000;-6.436696e+000
391;3.910000;-6.560379e+000
392;3.920000;-6.722935e+000
393;3.930000;-7.002661e+000
394;3.940000;-7.423440e+000
395;3.950000;-8.092944e+000
396;3.960000;-8.530241e+000
397;3.970000;-8.020605e+000
398;3.980000;-7.449643e+000
399;3.990000;-7.317384e+000
400;4.000000;-7.355937e+000
401;4.010000;-7.433871e+000
402;4.020000;-7.548338e+000
403;4.030000;-8.011166e+000
404;4.040000;-8.198344e+000
405;4.050000;-8.489842e+000
406;4.060000;-8.582887e+000
407;4.070000;-8.680117e+000
408;4.080000;-8.892856e+000
409;4.090000;-9.100674e+000
410;4.100000;-9.244961e+000
411;4.110000;-9.755725e+000
412;4.120000;-1.008333e+001
413;4.130000;-1.074015e+001
414;4.140000;-1.139524e+001
415;4.150000;-1.342284e+001
416;4.160000;-1.413927e+001
417;4.170000;-1.467925e+001
418;4.180000;-1.518163e+001
419;4.190000;-1.505851e+001
420;4.200000;-1.524041e+001
421;4.210000;-1.552759e+001
422;4.220000;-1.545275e+001
423;4.230000;-1.398220e+001
424;4.240000;-1.230165e+001
425;4.250000;-1.060827e+001
426;4.260000;-9.231042e+000
427;4.270000;-8.048658e+000
428;4.280000;-7.100643e+000
429;4.290000;-6.533045e+000
430;4.300000;-6.304173e+000
431;4.310000;-6.445655e+000
432;4.320000;-6.512505e+000
433;4.330000;-6.589910e+000
434;4.340000;-6.774527e+000
435;4.350000;-7.461953e+000
436;4.360000;-8.681727e+000
437;4.370000;-1.134024e+001
438;4.380000;-1.020449e+001
439;4.390000;-8.455394e+000
440;4.400000;-7.597080e+000
441;4.410000;-6.984709e+000
442;4.420000;-6.598567e+000
443;4.430000;-6.372026e+000
444;4.440000;-6.393464e+000
445;4.450000;-6.603619e+000
446;4.460000;-6.158846e+000
447;4.470000;-5.872113e+000
448;4.480000;-5.679030e+000
449;4.490000;-5.844294e+000
450;4.500000;-6.331098e+000
451;4.510000;-7.442214e+000
452;4.520000;-8.597328e+000
453;4.530000;-9.690418e+000
454;4.540000;-7.684708e+000
455;4.550000;-6.058811e+000
456;4.560000;-5.392324e+000
457;4.570000;-5.385321e+000
458;4.580000;-5.659624e+000
459;4.590000;-5.983306e+000
460;4.600000;-6.178730e+000
461;4.610000;-5.659160e+000
462;4.620000;-5.133118e+000
463;4.630000;-4.855064e+000
464;4.640000;-4.768086e+000
465;4.650000;-4.728027e+000
466;4.660000;-4.691165e+000
467;4.670000;-4.549417e+000
468;4.680000;-4.555160e+000
469;4.690000;-4.566845e+000
470;4.700000;-4.563485e+000
471;4.710000;-4.708332e+000
472;4.720000;-4.885398e+000
473;4.730000;-5.010712e+000
474;4.740000;-5.002666e+000
475;4.750000;-4.764573e+000
476;4.760000;-4.640227e+000
477;4.770000;-4.589472e+000
478;4.780000;-4.551499e+000
479;4.790000;-4.625719e+000
480;4.800000;-5.041808e+000
481;4.810000;-5.944336e+000
482;4.820000;-7.984548e+000
483;4.830000;-9.161908e+000
484;4.840000;-8.926348e+000
485;4.850000;-7.954889e+000
486;4.860000;-7.742717e+000
487;4.870000;-8.500954e+000
488;4.880000;-7.398588e+000
489;4.890000;-5.901683e+000
490;4.900000;-5.379869e+000
491;4.910000;-5.400799e+000
492;4.920000;-5.552456e+000
493;4.930000;-5.539429e+000
494;4.940000;-5.534871e+000
495;4.950000;-5.660976e+000
496;4.960000;-5.694429e+000
497;4.970000;-5.540585e+000
498;4.980000;-5.297878e+000
499;4.990000;-5.211788e+000
500;5.000000;-5.172669e+000
501;5.010000;-5.192428e+000
502;5.020000;-5.241000e+000
503;5.030000;-5.059199e+000
504;5.040000;-4.788822e+000
505;5.050000;-4.760822e+000
506;5.060000;-5.079606e+000
507;5.070000;-5.260830e+000
508;5.080000;-5.288966e+000
509;5.090000;-5.128838e+000
510;5.100000;-5.160881e+000
511;5.110000;-5.213400e+000
512;5.120000;-5.216490e+000
513;5.130000;-5.152812e+000
514;5.140000;-5.107893e+000
515;5.150000;-5.095076e+000
516;5.160000;-5.151825e+000
517;5.170000;-5.201555e+000
518;5.180000;-5.260347e+000
519;5.190000;-5.244371e+000
520;5.200000;-5.103323e+000
521;5.210000;-4.837335e+000
522;5.220000;-4.447815e+000
523;5.230000;-4.215057e+000
524;5.240000;-4.095335e+000
525;5.250000;-4.079881e+000
526;5.260000;-4.100163e+000
527;5.270000;-4.124328e+000
528;5.280000;-4.112096e+000
529;5.290000;-4.042809e+000
530;5.300000;-3.887263e+000
531;5.310000;-3.774713e+000
532;5.320000;-3.767333e+000
533;5.330000;-3.875198e+000
534;5.340000;-3.844427e+000
535;5.350000;-3.904786e+000
536;5.360000;-4.070122e+000
537;5.370000;-4.189263e+000
538;5.380000;-4.259886e+000
539;5.390000;-4.415079e+000
540;5.400000;-4.636356e+000
541;5.410000;-5.098702e+000
542;5.420000;-5.885088e+000
543;5.430000;-6.518955e+000
544;5.440000;-6.324590e+000
545;5.450000;-6.489100e+000
546;5.460000;-7.097062e+000
547;5.470000;-7.080812e+000
548;5.480000;-6.314732e+000
549;5.490000;-5.635236e+000
550;5.500000;-5.517885e+000
551;5.510000;-5.697107e+000
552;5.520000;-6.704787e+000
553;5.530000;-7.509818e+000
554;5.540000;-8.413090e+000
555;5.550000;-8.913626e+000
556;5.560000;-9.142074e+000
557;5.570000;-9.303167e+000
558;5.580000;-9.229323e+000
559;5.590000;-8.766340e+000
560;5.600000;-7.407066e+000
561;5.610000;-6.168760e+000
562;5.620000;-5.757735e+000
563;5.630000;-5.572563e+000
564;5.640000;-5.682075e+000
565;5.650000;-5.461044e+000
566;5.660000;-5.426058e+000
567;5.670000;-5.531187e+000
568;5.680000;-5.968022e+000
569;5.690000;-6.161087e+000
570;5.700000;-6.330450e+000
571;5.710000;-6.491315e+000
572;5.720000;-6.380473e+000
573;5.730000;-6.631044e+000
574;5.740000;-6.340517e+000
575;5.750000;-6.478188e+000
576;5.760000;-6.412847e+000
577;5.770000;-6.759786e+000
578;5.780000;-7.140562e+000
579;5.790000;-7.180118e+000
580;5.800000;-7.364110e+000
581;5.810000;-7.357185e+000
582;5.820000;-7.360243e+000
583;5.830000;-7.459831e+000
584;5.840000;-7.675107e+000
585;5.850000;-8.023795e+000
586;5.860000;-7.771227e+000
587;5.870000;-7.565937e+000
588;5.880000;-7.454870e+000
589;5.890000;-7.528602e+000
590;5.900000;-7.529395e+000
591;5.910000;-7.682670e+000
592;5.920000;-7.540596e+000
593;5.930000;-7.676911e+000
594;5.940000;-7.643490e+000
595;5.950000;-7.913895e+000
596;5.960000;-7.588408e+000
597;5.970000;-7.638139e+000
598;5.980000;-7.644658e+000
599;5.990000;-7.732259e+000
600;6.000000;-7.808298e+000
601;6.010000;-7.788699e+000
602;6.020000;-8.247877e+000
603;6.030000;-8.584115e+000
604;6.040000;-9.743068e+000
605;6.050000;-1.091484e+001
606;6.060000;-1.205467e+001
607;6.070000;-1.236311e+001
608;6.080000;-1.219325e+001
609;6.090000;-1.145653e+001
610;6.100000;-1.090788e+001
611;6.110000;-1.083890e+001
612;6.120000;-7.972790e+000
613;6.130000;-6.174215e+000
614;6.140000;-5.587451e+000
615;6.150000;-5.507174e+000
616;6.160000;-5.736071e+000
617;6.170000;-5.683931e+000
618;6.180000;-5.585831e+000
619;6.190000;-5.592355e+000
620;6.200000;-5.684628e+000
621;6.210000;-5.864676e+000
622;6.220000;-6.092578e+000
623;6.230000;-6.438164e+000
624;6.240000;-7.245504e+000
625;6.250000;-8.698153e+000
626;6.260000;-9.324042e+000
627;6.270000;-8.392085e+000
628;6.280000;-8.345257e+000
629;6.290000;-8.061242e+000
630;6.300000;-6.111619e+000
631;6.310000;-5.387757e+000
632;6.320000;-5.294707e+000
633;6.330000;-5.534869e+000
634;6.340000;-5.776944e+000
635;6.350000;-5.936496e+000
636;6.360000;-6.231600e+000
637;6.370000;-6.239849e+000
638;6.380000;-6.552737e+000
639;6.390000;-6.598021e+000
640;6.400000;-6.785795e+000
641;6.410000;-6.864141e+000
642;6.420000;-6.708547e+000
643;6.430000;-6.775650e+000
644;6.440000;-6.896142e+000
645;6.450000;-6.892833e+000
646;6.460000;-6.878533e+000
647;6.470000;-7.021878e+000
648;6.480000;-6.980088e+000
649;6.490000;-7.036033e+000
650;6.500000;-7.385865e+000
651;6.510000;-7.914706e+000
652;6.520000;-8.908219e+000
653;6.530000;-1.078249e+001
654;6.540000;-9.374750e+000
655;6.550000;-8.446704e+000
656;6.560000;-8.426356e+000
657;6.570000;-9.464844e+000
658;6.580000;-6.977417e+000
659;6.590000;-6.278109e+000
660;6.600000;-6.219138e+000
661;6.610000;-6.938067e+000
662;6.620000;-8.470253e+000
663;6.630000;-1.100731e+001
664;6.640000;-1.107677e+001
665;6.650000;-8.668184e+000
666;6.660000;-8.475900e+000
667;6.670000;-8.482975e+000
668;6.680000;-6.316786e+000
669;6.690000;-5.398044e+000
670;6.700000;-4.960842e+000
671;6.710000;-4.847859e+000
672;6.720000;-4.842064e+000
673;6.730000;-4.946249e+000
674;6.740000;-5.104959e+000
675;6.750000;-5.267667e+000
676;6.760000;-5.353428e+000
677;6.770000;-5.406386e+000
678;6.780000;-5.486636e+000
679;6.790000;-5.641247e+000
680;6.800000;-5.815208e+000
681;6.810000;-5.937267e+000
682;6.820000;-6.162104e+000
683;6.830000;-6.370763e+000
684;6.840000;-6.494007e+000
685;6.850000;-6.602045e+000
686;6.860000;-6.656600e+000
687;6.870000;-6.885834e+000
688;6.880000;-6.781436e+000
689;6.890000;-6.812714e+000
690;6.900000;-7.056224e+000
691;6.910000;-7.178282e+000
692;6.920000;-7.446504e+000
693;6.930000;-7.749442e+000
694;6.940000;-7.795001e+000
695;6.950000;-7.818861e+000
696;6.960000;-7.721681e+000
697;6.970000;-7.965688e+000
698;6.980000;-8.122911e+000
699;6.990000;-8.392923e+000
700;7.000000;-8.707512e+000
701;7.010000;-9.140413e+000
702;7.020000;-9.524828e+000
703;7.030000;-1.053138e+001
704;7.040000;-1.204473e+001
705;7.050000;-1.378733e+001
706;7.060000;-1.402300e+001
707;7.070000;-1.475081e+001
708;7.080000;-1.589079e+001
709;7.090000;-1.540361e+001
710;7.100000;-1.522134e+001
711;7.110000;-1.561313e+001
712;7.120000;-1.566059e+001
713;7.130000;-1.549298e+001
714;7.140000;-1.542911e+001
715;7.150000;-1.506155e+001
716;7.160000;-1.505094e+001
717;7.170000;-1.517948e+001
718;7.180000;-1.533987e+001
719;7.190000;-1.553636e+001
720;7.200000;-1.530422e+001
721;7.210000;-1.498747e+001
722;7.220000;-1.477226e+001
723;7.230000;-1.465493e+001
724;7.240000;-1.471859e+001
725;7.250000;-1.470194e+001
726;7.260000;-1.471597e+001
727;7.270000;-1.461573e+001
728;7.280000;-1.460878e+001
729;7.290000;-1.467106e+001
730;7.300000;-1.445350e+001
731;7.310000;-1.432235e+001
732;7.320000;-1.441679e+001
733;7.330000;-1.431606e+001
734;7.340000;-1.419980e+001
735;7.350000;-1.392780e+001
736;7.360000;-1.386746e+001
737;7.370000;-1.390599e+001
738;7.380000;-1.358160e+001
739;7.390000;-1.330453e+001
740;7.400000;-1.309748e+001
741;7.410000;-1.318221e+001
742;7.420000;-1.333981e+001
743;7.430000;-1.291922e+001
744;7.440000;-1.291737e+001
745;7.450000;-1.309587e+001
746;7.460000;-1.296455e+001
747;7.470000;-1.286112e+001
748;7.480000;-1.297750e+001
749;7.490000;-1.274923e+001
750;7.500000;-1.235640e+001
751;7.510000;-1.262833e+001
752;7.520000;-1.257818e+001
753;7.530000;-1.249132e+001
754;7.540000;-1.246218e+001
755;7.550000;-1.261774e+001
756;7.560000;-1.253259e+001
757;7.570000;-1.238164e+001
758;7.580000;-1.259158e+001
759;7.590000;-1.293246e+001
760;7.600000;-1.299585e+001
761;7.610000;-1.300125e+001
762;7.620000;-1.299748e+001
763;7.630000;-1.336341e+001
764;7.640000;-1.316514e+001
765;7.650000;-1.322142e+001
766;7.660000;-1.361349e+001
767;7.670000;-1.375071e+001
768;7.680000;-1.386727e+001
769;7.690000;-1.375150e+001
770;7.700000;-1.396687e+001
771;7.710000;-1.417640e+001
772;7.720000;-1.405893e+001
773;7.730000;-1.392998e+001
774;7.740000;-1.380825e+001
775;7.750000;-1.398082e+001
776;7.760000;-1.459846e+001
777;7.770000;-1.449244e+001
778;7.780000;-1.442254e+001
779;7.790000;-1.451106e+001
780;7.800000;-1.475585e+001
781;7.810000;-1.476161e+001
782;7.820000;-1.472684e+001
783;7.830000;-1.484744e+001
784;7.840000;-1.510041e+001
785;7.850000;-1.514734e+001
786;7.860000;-1.347305e+001
787;7.870000;-1.299307e+001
788;7.880000;-1.336675e+001
789;7.890000;-1.460082e+001
790;7.900000;-1.607590e+001
791;7.910000;-1.515824e+001
792;7.920000;-1.488792e+001
793;7.930000;-1.479246e+001
794;7.940000;-1.298108e+001
795;7.950000;-7.880334e+000
796;7.960000;-7.383306e+000
797;7.970000;-7.051985e+000
798;7.980000;-6.835715e+000
799;7.990000;-6.565742e+000
800;8.000000;-6.280858e+000
801;8.010000;-6.366631e+000
802;8.020000;-6.666981e+000
803;8.030000;-7.048375e+000
804;8.040000;-7.252903e+000
805;8.050000;-7.638729e+000
806;8.060000;-7.878787e+000
807;8.070000;-8.325715e+000
808;8.080000;-9.113913e+000
809;8.090000;-9.957649e+000
810;8.100000;-1.293788e+001
811;8.110000;-1.327380e+001
812;8.120000;-1.408025e+001
813;8.130000;-1.488356e+001
814;8.140000;-1.139136e+001
815;8.150000;-1.053861e+001
816;8.160000;-8.638933e+000
817;8.170000;-8.355265e+000
818;8.180000;-7.746583e+000
819;8.190000;-7.372470e+000
820;8.200000;-7.307504e+000
821;8.210000;-7.435843e+000
822;8.220000;-7.457268e+000
823;8.230000;-6.205701e+000
824;8.240000;-5.543264e+000
825;8.250000;-5.407602e+000
826;8.260000;-5.360823e+000
827;8.270000;-5.110981e+000
828;8.280000;-5.112946e+000
829;8.290000;-5.156078e+000
830;8.300000;-5.376298e+000
831;8.310000;-5.586992e+000
832;8.320000;-5.711434e+000
833;8.330000;-5.788200e+000
834;8.340000;-5.684119e+000
835;8.350000;-5.647097e+000
836;8.360000;-5.875837e+000
837;8.370000;-6.521322e+000
838;8.380000;-7.196270e+000
839;8.390000;-7.952258e+000
840;8.400000;-1.002226e+001
841;8.410000;-1.167395e+001
842;8.420000;-1.237677e+001
843;8.430000;-1.279769e+001
844;8.440000;-7.558878e+000
845;8.450000;-5.952298e+000
846;8.460000;-5.380709e+000
847;8.470000;-5.598741e+000
848;8.480000;-6.401693e+000
849;8.490000;-9.205414e+000
850;8.500000;-1.017582e+001
851;8.510000;-9.626420e+000
852;8.520000;-9.303217e+000
853;8.530000;-9.700472e+000
854;8.540000;-6.862145e+000
855;8.550000;-5.601840e+000
856;8.560000;-4.886478e+000
857;8.570000;-4.380511e+000
858;8.580000;-4.102705e+000
859;8.590000;-4.233935e+000
860;8.600000;-4.551982e+000
861;8.610000;-4.755617e+000
862;8.620000;-4.935493e+000
863;8.630000;-5.079474e+000
864;8.640000;-5.336335e+000
865;8.650000;-5.586600e+000
866;8.660000;-5.829154e+000
867;8.670000;-6.093151e+000
868;8.680000;-6.191793e+000
869;8.690000;-6.226634e+000
