name;frameTime;voiceProb_sma;F0_sma;pcm_loudness_sma
'unknown';0.000000;7.338790e-002;0;4.663269e-001
'unknown';0.010023;3.697361e-002;0;3.668735e-001
'unknown';0.020045;1.207675e-003;0;3.426720e-001
'unknown';0.030068;4.484048e-002;0;4.366264e-001
'unknown';0.040091;1.811532e-001;0;5.526814e-001
'unknown';0.050113;1.904635e-001;0;5.499568e-001
'unknown';0.060136;1.463911e-001;0;4.178572e-001
'unknown';0.070159;1.055513e-002;0;3.379938e-001
'unknown';0.080181;3.924333e-002;0;3.547835e-001
'unknown';0.090204;1.885475e-001;0;4.647725e-001
'unknown';0.100227;1.991699e-001;0;5.006308e-001
'unknown';0.110249;1.605708e-001;0;3.783176e-001
'unknown';0.120272;2.371032e-002;0;3.015811e-001
'unknown';0.130295;1.550532e-001;0;2.944225e-001
'unknown';0.140317;1.963561e-001;0;3.868144e-001
'unknown';0.150340;1.843844e-001;0;3.901944e-001
'unknown';0.160363;4.195121e-002;0;3.137434e-001
'unknown';0.170385;1.589491e-002;0;3.137434e-001
'unknown';0.180408;1.689055e-001;0;3.647553e-001
'unknown';0.190431;1.998190e-001;0;4.398455e-001
'unknown';0.200454;1.847163e-001;0;3.959584e-001
'unknown';0.210476;3.132847e-002;0;3.181440e-001
'unknown';0.220499;1.994536e-002;0;3.248650e-001
'unknown';0.230522;1.743323e-001;0;3.957667e-001
'unknown';0.240544;2.014322e-001;0;4.632975e-001
'unknown';0.250567;1.819848e-001;0;4.055930e-001
'unknown';0.260590;2.817948e-002;0;3.215416e-001
'unknown';0.270612;4.639504e-002;0;3.203146e-001
'unknown';0.280635;1.806846e-001;0;3.914642e-001
'unknown';0.290658;1.900153e-001;0;4.366467e-001
'unknown';0.300680;1.446184e-001;0;3.430670e-001
'unknown';0.310703;1.022655e-002;0;2.831107e-001
'unknown';0.320726;1.557004e-002;0;2.976058e-001
'unknown';0.330748;1.668127e-001;0;3.971336e-001
'unknown';0.340771;1.997006e-001;0;4.243940e-001
'unknown';0.350794;1.845479e-001;0;3.747385e-001
'unknown';0.360816;3.331564e-002;0;2.831358e-001
'unknown';0.370839;2.995606e-003;0;2.946705e-001
'unknown';0.380862;8.565032e-002;0;3.413053e-001
'unknown';0.390884;1.793807e-001;0;3.969080e-001
'unknown';0.400907;1.804831e-001;0;3.452469e-001
'unknown';0.410930;9.748316e-002;0;2.328980e-001
